listing_id,description,room_type
20557646,Small cozy room close to most NYC attractions.,PRIVATE ROOM
20558461,"Big Private Room in shared apt in Rego Park, NY",Private room
20561751,阳光民宿 单房干净舒适｡“和缘国旅”了解更多旅游､民宿 (Website hidden by Airbnb),Private room
20565375,Luxury New 2 bed Apartment By Central Park North,ENTIRE HOME/APT
20566445,Amazing Backyard Studio (Williamsburg),Entire home/apt
20570202,Cozy Apartment With Private Backyard,ENTIRE HOME/APT
20572271,5 Mins Walk to Columbia University,Private room
20572472,Unique Fort Greene Getaway with Private Deck,Entire home/apt
20572801,"Beautiful, sunlit private room in Spanish Harlem",private room
20572848,"Large Clean Room, close to the A-Train",Private room
20573255,1 Bedroom Apt. Minutes from Manhattan - No Parties,Entire home/apt
20574057,"Spacious BK Heights room, walk to Brooklyn Bridge",private room
20580419,Sunset room,PRIVATE ROOM
20581430,Large Condo by Fordham University,entire home/apt
20581823,"NO XTRA  FEES: Big single room, work station, TV",Private room
20581903,Astounding room/Upgrade to full apartment,Private room
20583325,Cool studio in midtown Manhattan,Entire home/apt
20583443,Chic & Sunlit  w/ a lovely Private Terrace in LES,entire home/apt
20583769,Comfy Room w/UPGRADE to entire apartment,Private room
20584207,Sunny and Large Brooklyn Apartment!,Entire home/apt
20584333,Outstanding Private Room + Bath + Outdoor Space,Private room
20586070,UPPER WEST 2BED 2BATH HIGH FLOOR/ LINCOLN CENTER,entire home/apt
20586647,Large Studio near Central Park,Entire home/apt
20587057,"Quiet 1BR in Williamsburg BK, 11 min to Manhattan",Entire home/apt
20587853,Luxury 1 BR Steps to World Trade Center! #10248,Entire home/apt
20589695,Beautiful Home in the Heart of Greenpoint,entire home/apt
20589880,Cute Columbus Circle Apt - Close to Park & Subway,Entire home/apt
20590180,Secret Garden,Private room
20590523,Sunny Hideout in the Heart of Manhattan's LES,entire home/apt
20590800,"5Star Super Convenient & Spacious BR, 1st Flr Apt",private room
20591404,Charming Room with Private Bathroom,private room
20591509,Garden Light,Private room
20597491,Very Nice Apartment close to JFK Airport!!,Entire home/apt
20599017,Lower East Side Private room.,Private room
20600357,"Experiencing Tranquility in Private Home, Room # 1",Private room
20604989,Very Clean Condo In the Heart Of Trendy Greenpoint,ENTIRE HOME/APT
20605399,Brooklyn travel house #6,Private room
20607819,"1,600sq ft modern duplex in new harlem brownstone",Entire home/apt
20614820,Bright & Spacious Chinatown Loft,Entire home/apt
20615932,1 Bedroom Garden Level Apt In Bushwick,Entire home/apt
20616492,Private West Village apt by Washington Square Park,Entire home/apt
20616888,"Experiencing Tranquality in Private Home, Room #2.",PRIVATE ROOM
20619757,Bed Stuy Renovated Gem,entire home/apt
20621413,2-Bedroom Presidential 1 - Wyndham Midtown 45,Entire home/apt
20624287,Spacious & comfy BK bedroom 30mins from Manhattan.,Private room
20624427,Private room in quiet West Harlem Upper Manhattan,PRIVATE ROOM
20624817,Co-op Apartment in The Lombardy Hotel- 300 sq. ft.,entire home/apt
20631204,BED-STUY BRILLIANCE - Cozy/Spacious Private Room,Private room
20636416,"Sunny Williamsburg Loft, minutes to Manhattan",Entire home/apt
20636888,tidy room with PRIVATE BATH & PRIVATE ENTRANCE,PRIVATE ROOM
20636966,Beautiful Lower East Side Loft,Entire home/apt
20639311,"Modern, Quiet & Ultra Clean 1 BDRM Steps Subway",Entire home/apt
20639628,Spacious comfortable master bedroom with nice view,private room
20639792,Contemporary bedroom in brownstone with nice view,Private room
20639914,Cozy yet spacious private brownstone bedroom,PRIVATE ROOM
20640353,Beautiful Bright Stay in Williamsburg,Private room
20641332,COZY L.E.S APARTMENT,Entire home/apt
20641534,❤️Quiet room w/PRIVATE BATHROOM near Manhattan!⭐️,Private room
20641793,Modern Studio 1 block away from the beach,Entire home/apt
20649144,Private & Cozy Room. 20 minutes from Times Square,private room
20650006,"Beautiful spacious room, easy city access",PRIVATE ROOM
20650014,EMPIRE STATE BUILDING APARTMENT,entire home/apt
20652600,"Sun Drenched, Extra Large 1 Bdrm Clinton Hill Apt",ENTIRE HOME/APT
20652620,Single Bed A in Sharing Room near Grand Central,Shared room
20652753,Single Bed B in Sharing room near Grand Central,Shared room
20653090,"Spacious, private bedroom in Brooklyn",private room
20653520,"Experiencing tranquility in Private Home, Room #4",PRIVATE ROOM
20653657,️CENTRALLY LOCATED️- Great for Families + Groups,entire home/apt
20654072,Quiet&Comfy Private Room near F/G train,private room
20655740,Penthouse Studio with Queen Bed & Private Rooftop,Entire home/apt
20655777,"Studio apartment by prospect park, catslovers only",entire home/apt
20659193,Great Value! Private room in the northeast bronx,Private room
20662043,Brklyn · 2 Cozy Bedrooms one with private bathroom,private room
20663644,Elegant Brooklyn Studio in Luxury Amenity Building,entire home/apt
20663839,Welcome to YURT -- private room in East Village,Private room
20663936,"Cozy, private bedroom in Greenpoint/Williamsburg",Private room
20665380,Modern 2 bedrooms Apt in brand new building.,ENTIRE HOME/APT
20665530,"LES/Chinatown, Bright & cozy private bedroom",PRIVATE ROOM
20667572,Artist's Room in Prime Bushwick,Private room
20674176,Nice  room midtown Manhattan 6rs,Private room
20675762,Medical Student Room C,Private room
20676192,30+Day Stay:1000 sq Bsmt Great Living with Deck,Entire home/apt
20676841,Private room 15 MINS AWAY FROM FERRY by bus,PRIVATE ROOM
20678169,2 beautiful rooms in sunlit Bushwick loft,Private room
20678183,Great room in the heart of Manhattan !,Private room
20678724,2 Bedroom Garden Suite (3 Minutes From Train),entire home/apt
20678802,Beautiful One Bedroom in Little Italy Soho,Entire home/apt
20678811,Flatbush Comfy Room (Rm# 2),Private room
20678858,"One B/R (1 Guest) Near Beach, A & air trains, JFK",Private room
20679072,"One B/R (1-2Gsts) near beach, JFK, A & Air trains",Private room
20679134,Warm Secluded Room in Flatbush (Rm# 1),PRIVATE ROOM
20679388,SPECTACULAR Midtown East location!,Private room
20679396,旅客之家,Entire home/apt
20680045,Private Room for 1 guest with air conditioner,PRIVATE ROOM
20682663,Contemporary style 1 bedroom Apt in Manhattan.,Entire home/apt
20685563,Bright & Airy in Highland Park,Entire home/apt
20686134,Hideaway Studio,Entire home/apt
20688175,"Luxurious, Spacious, Ensuite Bath, Nice Hosts too",Private room
20688422,Giant 1br pre-war apartment in Flatbush / Lefferts,Entire home/apt
20688524,1630 Madison Avenue 4C,Entire home/apt
20688624,Luxury Alcove Studio in Chelsea,entire home/apt
20689395,Calm Brownstone Charm in Clinton Hill,ENTIRE HOME/APT
20689426,Sunny and spacious Brooklyn loft,Entire home/apt
20689498,Historic Brownstone-newly completed renovation,Entire home/apt
20692462,Fort Greene Jamaican vibes !,Private room
20695930,Artistic Historical Harlem! PrivateRm Quiet Haven!,Private room
20696496,The Consuello,Entire home/apt
20697910,SUNNY COZY PLACE,entire home/apt
20698073,"Hip Modern Brooklyn Studio, Minutes to Manhattan!",ENTIRE HOME/APT
20702398,Quiet house on City Island,Private room
20703786,Short Stay Nook,Private room
20705026,New Clean Private Room In Flushing,private room
20707361,Cozy and romantic 1 bedroom apt near train,Entire home/apt
20707376,Adorable and homey Central Park apartment,ENTIRE HOME/APT
20707833,"Charming, Spacious Private Room in Harlem, NYC",private room
20708246,Comfortable bedroom in heart of Bushwick,PRIVATE ROOM
20708619,Superhost*Sunny/Private room in 2BR ❤️Williamsburg,Private room
20710208,Brooklyn Garden Guesthouse *1 block to subway*,Entire home/apt
20711534,Lovely bushwick room,Private room
20712652,"Beautiful NYC Room - Upper East Side, NYC",private room
20712708,Gramercy Park Location.. cozy and comfortable!,Entire home/apt
20713633,Open Loft 1 BR Private Apt in Chinatown,Entire home/apt
20714088,SPACIOUS CLEAN ROOM 15 MINUTES FROM MAIN STREET,Private room
20714304,Awesome Cozy Room in The Heart of Astoria!,PRIVATE ROOM
20714517,Brooklyn Palace,Private room
20720290,Sophisticated KING 1 Bedroom Best Location,entire home/apt
20722067,2 Bed BK Duplex w/ terrace & amazing NYC view,ENTIRE HOME/APT
20722247,Private Bedroom in the Heart of Chelsea (3FL/3FR ),Private room
20723015,Welcome to YURT -- beautiful room in East Village,Private room
20725759,"Sunny & Modern Room in Brooklyn, NY",Private room
20726517,Penthouse - 2 Floors with Private Outdoor Patio,ENTIRE HOME/APT
20728525,Lovely Contemporary Home away from Home,Entire home/apt
20729133,Cool Brownstone for September,Private room
20729174,"Six in the City, Stay in Brooklyn Tour New York!",ENTIRE HOME/APT
20729216,Whole Apt/Private Entry/Free Parking,Entire home/apt
20729530,"Cozy and elegant apartment in New York, entire apt",Entire home/apt
20729909,Two-storey Park Slope Apartment,entire home/apt
20729981,"Manhattan nyc private room B
15 min F Times Square",Private room
20738759,Sun-Filled Cobble Hill Loft,entire home/apt
20739147,Beautiful room+PRIVATE BATHROOM | 20m to Manhattan,private room
20741446,"Colorful, Open and Spacious 1br in Inwood!",Entire home/apt
20743194,Comfy room in Manhattan 4 blocks from central park,Private room
20743305,"Luxury room w/ balcony, 5 mins to subway",PRIVATE ROOM
20743703,Home away from home in Brooklyn,private room
20744284,Sunny Room in Kensington,Private room
20744654,Cozy studio in Park Slope,entire home/apt
20744948,Cheap Large Bedroom w/WorkDesk- 10min to JFK/Mall,private room
20745174,Room with PRIVATE entrance! Welcome to Upper east!,Private room
20745223,"Flatbush - Ditmas Park, Brooklyn, NY",Private room
20745276,"DaDukes ""DC""",Private room
20746887,"Spacious bedroom, next to Subway, mins to park!",Private room
20754847,Super Comfy Double Bed in new 2 story house!,Private room
20755975,Comfy Clean Room Near JFK,private room
20759183,Airy room 2 beds 40 min to Man. Midway LGA/JFK,Private room
20760187,Warm Duplex in a Brownstone,Entire home/apt
20760640,"20 Min to Manhattan, in the Heart of Ridgewood",Entire home/apt
20761244,Best location Large Room in the Heart of Wbrg!,PRIVATE ROOM
20761266,Spacious Brooklyn Bedroom Close to Manhattan et al,private room
20761296,Huge Room in Beautiful New Renovated Apartment,Private room
20761404,Cozy Studio,Entire home/apt
20761768,"$6,500 p/m or short term, 5 Star, LUX, Clean, Big",Entire home/apt
20761776,Newly Renovated Apartment in the Heart of Brooklyn,entire home/apt
20762089,Charming Boerum Hill Private 2 Bdrm Apt,entire home/apt
20763209,Clean Chinatown Studio,entire home/apt
20763432,Boutique Hotel-Like Room in Brooklyn With A View,PRIVATE ROOM
20763577,Perfect room for female/steps to Ctral Park+subway,Private room
20763877,Charming 1BR in Lively Bed-Stuy neighborhood,ENTIRE HOME/APT
20770222,Clean Comfy 2 Bedrooms with 2. Bathrooms sleeps 6,Entire home/apt
20770969,<3 Summer in East Village! BEST DEAL,Entire home/apt
20772071,Clean room across the street from the high bridge,Private room
20772204,"NO XTRA FEES, 30 min To Grand Central:Pvt Entrance",Private room
20772583,Luxury Apt in the heart of Harlem,ENTIRE HOME/APT
20773084,Lovely room across the street from high bridge.,private room
20773149,Nice room across the street from the high bridge.,PRIVATE ROOM
20773211,"Quiet, Comfortable room near A Express Train",Private room
20773223,"Manhattan nyc private room C
15 min F Times Square",Private room
20775039,Great Location - 1BR/Times Square/Hell's Kitchen,Entire home/apt
20780688,Small studio in the heart of hells kitchen,Entire home/apt
20783233,Quirky apt in great area,PRIVATE ROOM
20786225,1 Bedroom for rent -Gorgeous East Harlem Apartment,private room
20788041,Brick City,Private room
20788446,Writer's Haven in Prime Bushwick,Private room
20788473,Basin Homes,Entire home/apt
20788666,Manhattan Marble Hill Private Sleep'n Suites,private room
20793502,Beautiful Private Bedroom with Balcony,Private room
20794628,Williamsburg-Greenpoint Loft,Entire home/apt
20796126,"Bright, Clean + Beautiful West Village 1 Bedroom",entire home/apt
20796595,Nice Room in the upper west Manhathan,Private room
20799032,Luxury 2 Bedroom Empire Loft,Entire home/apt
20799199,Designer's Chinatown Loft,ENTIRE HOME/APT
20800449,Sweet Cozy Bedroom with No Cleaning Fee : ),Private room
20801754,Our Astoria Apartment - (Long Term Rental),Private room
20801864,Welcome to a beautiful House in Quiet Bronx,PRIVATE ROOM
20803845,Newly Renovated Apartment in the Heart of Brooklyn,Private room
20804049,Clean apartment-styled space. 10min from JFK.,PRIVATE ROOM
20804915,Sunny Private Bedroom in a Luxurious Apartment,Private room
20805520,Manhattan room with a fire escape!,Private room
20811403,Large Studio in Forest Hills,entire home/apt
20812365,Cozy apartment,entire home/apt
20812387,Cozy Studio In Crown Heights,ENTIRE HOME/APT
20812587,"Brooklyn At Its Best, Too!",Private room
20814067,Queens 20 mins to subway- 15 mins JFK- walk to bus,private room
20815456,"Quiet/Modern Triplex loft, steps to prospect park!",Private room
20816828,Spacious Split Level  Apartment,ENTIRE HOME/APT
20816972,House of Moon Dog,private room
20817201,Private Room in Trendy Williamsburg Loft,Private room
20817614,Room o4,Private room
20818955,Cozy Room in a Friendly House CLOSE TO SUBWAY,Private room
20819020,Cozy & Charming Uptown NYC Bedroom Near Subway,PRIVATE ROOM
20819116,My Little Cottage,Entire home/apt
20820417,The Penthouse,Entire home/apt
20821762,Sunny apartment in the heart of trendy Greenpoint,ENTIRE HOME/APT
20823125,PRISTINE STUDIO IN THE HEART OF THE E.  VILLAGE,entire home/apt
20825876,Lo Studio/15 min central park/wifi+ street parking,ENTIRE HOME/APT
20826700,Suite Di CLASSE East village-free Str.parking+wifi,ENTIRE HOME/APT
20827801,The ocean view room size 12x14,Private room
20828460,Midtown Apt. with a great view and everything near,Private room
20830442,Cozy room in lovely apartment close to subway,PRIVATE ROOM
20832523,cozy & clean room in the Bronx,Private room
20832768,Astoria apartment near Manhattan/LaGuardia,Entire home/apt
20833958,The Peach Room,PRIVATE ROOM
20835314,My studio,Entire home/apt
20835909,"2017 Renovated Central Flushing, NYC法拉盛中心的新装修房Wifi",Entire home/apt
20836753,Apartment-Styled space in Queens. 10Min from JFK.,Private room
20836787,450sqft Studio Stunning Water Front Balcony View,Entire home/apt
20843601,1 Bedroom in 2 bedroom Apartment,Private room
20844580,"Pretty 1 bedroom apt, Williamsburg/ Females only",private room
20844601,Ocean Room at Great Location,Private room
20845108,Entire Private Brownstone in Brooklyn,Entire home/apt
20846687,INVITING BRIGHT & STYLISH STUDIO,Entire home/apt
20847505,Charming Apartment on Central Park West!,entire home/apt
20848135,Brand New Apt In A Beautiful Elevator Building,Private room
20849060,Sunny 1 bedroom apartment on quiet block,Entire home/apt
20849101,NYC private room in Private house|Mt Vernon area,Private room
20850006,Brooklyn’s finest pt. Deux,Private room
20855406,Bedford Bungalow  5  min cab from Williamsburg,Entire home/apt
20857866,Nettie's Brooklyn Dream Space,Private room
20858519,Cozi property near Ocean,Entire home/apt
20861411,East Village Rooftop Oasis w/ Private Entrance!,PRIVATE ROOM
20862285,women only great place in Forest Hills NY,Private room
20862947,Yankee Stadium Superhost! A 1BR/1BA City Escape!,Private room
20864325,Private 1BR w/ Queen bed & TV next to Central Park,Private room
20864878,High Line Sun Drenched Home,entire home/apt
20870782,Worlds cutest apt in Boerum Hill / Carroll Gardens,Entire home/apt
20871641,Great location!,Entire home/apt
20872030,"Prime Location in Manhattan, near Central Park",ENTIRE HOME/APT
20873536,"Kings Plz Mall, Flatbush Ave, 30 mins to Manhattan",Entire home/apt
20874350,"Söderläge - 3 bedrooms in Williamsburg, Brooklyn",entire home/apt
20874820,Cozy&Quiet One Bedroom Full Unit Near F/G train,Entire home/apt
20874859,Luxury Midtown Manhattan Condo with 24hr Doorman,Entire home/apt
20876208,"Good Access to Everywhere:)Bushwick, Brooklyn NY",Private room
20879883,Big Luxury Apartment by Times Square,Entire home/apt
20881375,Cute little room,Private room
20882090,Living room available! Modern apartment in midtown,Shared room
