listing_id,description,room_type
29146373,Huge 1 Bedroom 3F in Authentic Brooklyn Brownstone,Private room
29146446,Charming 1 Bedroom on the best block in BK Heights,Entire home/apt
29148367,Stunning 2 Bedroom in Soho,Entire home/apt
29148550,Luxurious Apt Best Finishes & Location,Entire home/apt
29149612,Cute Private Room in Astoria Duplex,private room
29149618,Confortable room in East Village,Private room
29151631,The warm place,shared room
29152037,"Private artist bedroom in Bushwick, Brooklyn",Private room
29152320,Gem of East New York,Entire home/apt
29152795,Hostel- Twin-sized Bed in Shared Room in Brooklyn,Shared room
29152899,Private room in E. Williamsburg!  Budget friendly!,Private room
29153170,Nicely decorated apt with amazing private rooftop!,entire home/apt
29153508,"Spacious, brand-new Downtown Brooklyn apartment",Entire home/apt
29155175,Private Sun-Drenched 1BR Brownstone Apt,ENTIRE HOME/APT
29157211,Angeles aparment,Entire home/apt
29157794,Full size room for rent,PRIVATE ROOM
29157984,Double Bedroom in Modern Manhattan Apartment,PRIVATE ROOM
29158199,한성 韓城 Han C (2F),PRIVATE ROOM
29158470,South Slope Townhome,Entire home/apt
29158675,"Amazing & Cozy Room, Same Street As The Subway!",Private room
29158689,Brooklyn APT in heart of urban NYC hustle & bustle,Entire home/apt
29159486,Bright & Cheerful - Modern Style + Free Cleaning,Private room
29159920,Suite East Side - FREE street parking & wifi,entire home/apt
29160008,Cobble Hill Alcove Studio,Entire home/apt
29160599,Private bedroom in Washington Heights,Private room
29161516,Cozy Private Room in Brooklyn,Private room
29162918,ELMHURST/FLUSHING 1ST FLOOR 3BEDROOM APT.,Entire home/apt
29162974,Private Room in a Recently Remodeled Apt  Bushwick,private room
29163083,Warm and Cozy two bedroom in prime Chelsea,Entire home/apt
29165306,15% Discount - Cozy Room in LES with Backyard,PRIVATE ROOM
29165823,Sunny Newly Renovated Private Room - Bed-Stuy,private room
29167257,Multicultural House II,Entire home/apt
29171435,Gorgeous Brownstone Studio @ Central Park West,Entire home/apt
29173351,"1 Rm in 4 BR East Vil-King bd, Roof,prime location",PRIVATE ROOM
29174021,"Cosy, friendly room in great part of Bed Stuy!",PRIVATE ROOM
29176864,136 Apt 7,Entire home/apt
29176897,Semi-private bedroom. Close 2 Times Square,Shared room
29178331,Farm house style in Bay Ridge (A),Private room
29178713,Farm house style home in Bay Ridge (B),Private room
29178995,Farm house style home in Bay Ridge (C),private room
29179815,Excellent Private Room,Private room
29180542,Newly renovated duplex home in Central Harlem,Entire home/apt
29181147,Cozy private room near Columbia University,Private room
29181179,Charming  Studio Apartment at East Harlem.,Private room
29181281,A Suite with breathtaking views of NYC !,Private room
29181504,Over-sized amazing studio in East Village!,Entire home/apt
29183047,Amber Bedroom,private room
29183204,Brand new private room in new building w Roofdeck,Private room
29183470,Apatite Bedroom,PRIVATE ROOM
29183697,Citrine Bedroom,private room
29183838,Emerald Bedroom,Private room
29183932,Garnet Bedroom,Private room
29184026,Lava Bedroom,Private room
29184093,Opalite Bedroom,Private room
29184419,"20 minutes from Manhattan, 1 block from subway",private room
29184626,Modern Bright Private Entry 3min to TRAIN near JFK,Private room
29184845,Haven In Harlem,Private room
29184981,Cute Apartment in Brooklyn,Private room
29186254,Mesmerized Penthouse,entire home/apt
29188542,SUN DRENCHED 1 BEDROOM IN THE LOWER EAST SIDE,ENTIRE HOME/APT
29189777,"Bed&Bushwick | Clean & Chic Apt, Close to Subway",ENTIRE HOME/APT
29190199,"Quick walk to L Train, Free Cleaning & WiFi!",Private room
29191564,"GORGEOUS APARTMENT, PERFECT HARLEM LOCATION!",Entire home/apt
29191862,Room in a Lovely Apartment in Upper East Side,Private room
29192462,Spacious apartment in front of Prospect Park,entire home/apt
29202087,Modern WBurg Castle in w/ Park & Skyline Views,Entire home/apt
29203845,Chic & Charming Brownstone Apartment 2 Bed w/Patio,entire home/apt
29205007,Parkside Place,Entire home/apt
29205817,Little Safe Haven,Private room
29205903,"Hidden gem in LES with Access to Backyard, F train",Private room
29206535,Superior One Bedroom Apartment in Prime Brooklyn,PRIVATE ROOM
29209396,Room with King sized bed in the heart of Bushwick,Private room
29210994,"Orange Rm, 4bd rm Home Medical & Professional ONLY",private room
29212737,PrivateRoom2/LGA&JFK&Citi field&法拉盛/BustoManhattan,PRIVATE ROOM
29213095,Blue rm 4bdrm Home Medical & Professionals ONLY,PRIVATE ROOM
29213401,PrivateRoom/LGA&JFK&Citi field&法拉盛/BustoManhattan,Private room
29213886,Charming NEW Nordic Style 1-bed apartment,Entire home/apt
29215351,Private!  Entire loft near the waterfront!,Entire home/apt
29215541,Private Apartment,entire home/apt
29216228,Sunny apartment in the heart of Greenpoint!,ENTIRE HOME/APT
29216296,Feel at home!,PRIVATE ROOM
29216706,NEW Perfect cozy 1 BDRM near JFK & Casino NYC LGA,ENTIRE HOME/APT
29216716,Sunny Room with Private Bath,PRIVATE ROOM
29217721,Large 1 Bedroom Brownstone Apartment,Entire home/apt
29218719,Private room near Prospect Park,private room
29219456,2 Beds in Private Room 1- 20 minutes to Manhattan,Private room
29220176,American Room @ Columbia Uni.,Private room
29220410,Canadian Room @ Columbia Uni.,Private room
29220437,Brooklyn home with character &  convenience,entire home/apt
29221565,Modern art-filled bedroom with vintage touch.,Private room
29225254,Clever Midtown West 1BR w/ Gym + Doorman by Blueground,Entire home/apt
29225417,"Large UWS 1BR w/ Stunning Gym, Doorman + Rooftop by Blueground",Entire home/apt
29227369,Artist Penthouse,Entire home/apt
29228604,2 bedroom CONDO off 5th Ave - BRIGHT and homey,Entire home/apt
29230470,Suite Nest /free street parking+wifi,ENTIRE HOME/APT
29231873,1Master BR in a Brand new apt W/D- By Subway,PRIVATE ROOM
29231876,"Penthouse studio- clean, A+ location. Park&Cafe :)",entire home/apt
29232472,Overnight Bed in Heart of Manhattan for Female,SHARED ROOM
29232662,Charming Apartment with TERRACE!!,Entire home/apt
29232781,Cozy private room+bathroom in brooklyn!,Private room
29233046,PRIVATE room w/PARKING included-15Min to LGA&JFK!!,PRIVATE ROOM
29233568,Cozy apartment in PERFECT location!,SHARED ROOM
29233640,Gorgeous Big 2 BedRoom Apt in Brooklyn Brownstone,entire home/apt
29233981,Williamsburg One Bedroom,Entire home/apt
29234766,Sunlit 1 Bedroom in the heart of Park Slope,Entire home/apt
29236294,Elite Penthouse,Entire home/apt
29237561,Sunny New York Home in East Village,Entire home/apt
29237692,Professional Travelers,private room
29237852,Private room 3 min walking to J train(female only),Private room
29238286,Greenpoint Apt with a wonderful view !,Entire home/apt
29238785,Romantic space at the Upper East side of Manhattan,ENTIRE HOME/APT
29238906,Garden apartment in historic Brooklyn townhouse.,entire home/apt
29242305,Charming Studio in the Heart of Greenwich Village,Entire home/apt
29242564,Private room 17 mins to Times Square.,Private room
29242599,Beautiful brownstone duplex in prime UES location,Entire home/apt
29243499,"Mellow, Stylish Bedroom close to Pratt #1",Private room
29245492,Charming White Bedroom close to Pratt #2,Private room
29251636,LUXURY Brooklyn Brownstone 1 block from train,Entire home/apt
29253322,"Female only, Private room,3 min walking to metro J",Private room
29255501,Private Brooklyn Basement Apartment,Entire home/apt
29256134,Brooklyn Heights contemporary studio apartment,Entire home/apt
29256229,Crown Heights Urban Royal Penthouse,Entire home/apt
29256358,Studio apartment in Sunset park,Entire home/apt
29256706,Brooklyn Room & Driveway,private room
29256787,Academic pad,ENTIRE HOME/APT
29257026,Cozy Private 1 Bedroom in a 2 Bedroom Shared Area,private room
29257038,"Soho Gem: A Modern, Zen 1BR in Nolita.",entire home/apt
29258871,Bushwick Apartment with Access to L and M Trains,Private room
29259463,SPACIOUS/FURNISHED One Bedroom Brooklyn Apartment,entire home/apt
29259580,"Spacious duplex, fits 5, perf midtown location!",Entire home/apt
29260051,Air B and B at the Grand Old Mansion,Entire home/apt
29261640,Cozy&Nice Bedroom in an Apt/NYC Inwood location,Private room
29262039,Beautiful One Bedroom apt. with private rooftop.,ENTIRE HOME/APT
29262635,"Modern 2 Bedroom, Brooklyn Apt! Amazing Amenities!",Entire home/apt
29264544,Spacious room in downtown 1st Ave 14th St.,Entire home/apt
29269102,Cozy and Convenient,Private room
29271438,"Quiet, cozy, modern apartment in Bushwick",Private room
29272336,Beautiful Bushwick Oasis,private room
29275537,New Spacious 1BD w/ Private Bathroom Chinatown/LES,Private room
29277029,Charming 1-bedroom in Lower Manhattan,Entire home/apt
29277834,Midtown City &River View~Luxury 3BR/2BA~BalconyGym,ENTIRE HOME/APT
29277979,1 bdr in duplex with terrasse,entire home/apt
29278247,Bushwick Loft (must love plants!),Entire home/apt
29278439,New York Modern Studio,Entire home/apt
29280869,LES private bedroom in safe apartment building,private room
29281115,"Private Entrance, Boutique Amenities, Zen Vibes",private room
29281300,NOMAD District Loft Tons of Light,Private room
29282185,2MinToTrainsCozyLivingRoomMaimonideLutheranHospita,Shared room
29282847,Spacious Central Park Apartment,Entire home/apt
29283634,Bushwick loft with NYC views (entire apt),Entire home/apt
29286653,"Cozy, Private Room on Upper East Side",Private room
29286966,Big 1BR in park adjacent apartment,private room
29287004,Jackson Heights: Bright and Spacious Apartment,entire home/apt
29295191,Luxury - Jr. 1 Br/High Fl- Rooftop Terrace Access,Entire home/apt
29295665,NYC Central Park Lux Hotel w/ Brfast & Dinner incl,Private room
29298335,"Artful Williamsburg penthouse with rooftop, big TV",private room
29299404,Spacious Studio in Historic Neighborhood,Entire home/apt
29299470,"Cozy, sunny bedroom in Bed-Stuy",PRIVATE ROOM
29301424,Entire cozy 1.5 bedroom flat in South Slope!,entire home/apt
29303036,"Lovely brownstone, priv bath, garden, 15 min nyc!",Private room
29303639,Your passport to the big apple!,Private room
29304329,Williamsburg Charming 2 Bedrooms/2 full Baths,entire home/apt
29304334,Peaceful private sunny room in spacious apartment,Private room
29304787,Peaches Paradise 2,Private room
29305952,Luxury Oceanfront 2BD Suite in Arverne By The Sea,ENTIRE HOME/APT
29306127,Cozy + Artsy Studio Apt in Cypress Hills- Brooklyn,Entire home/apt
29306590,Cozy Room in Brooklyn,private room
29306602,Large Modern Cozy Apartment Close to Train,Entire home/apt
29307957,Charming Creative Corner in Crown Heights,Private room
29308309,VINTAGE COZY PLACE,Entire home/apt
29308471,Linden Estates Luxurious 2 bedroom suite,Entire home/apt
29308781,Designer's Two Floors New Deluxe Apartment in NYC,entire home/apt
29312347,6MinTrainsCozySmallRMaimonidesLutheranIndustryCity,PRIVATE ROOM
29314737,Private bedroom in a clean charming apartment,Private room
29314975,New York Downtown fourpoints Sheraton,private room
29316421,Home away from home,Private room
29316878,Cute little room in a large Brooklyn house.,PRIVATE ROOM
29317721,Private King Luxury Room - 20 Mins to City,Private room
29320258,Private Room in Prime Bushwick,Private room
29328881,"Sunny, spacious 1 Bedroom Apt in the East Village",Entire home/apt
29328939,3 Beds in Private Room 2 - 20 Minutes to Manhattan,Private room
29329429,2-story Apt in the heart of The Upper West Side!,entire home/apt
29329932,Cozy boho 1-bedroom in brownstone,entire home/apt
29331513,Downtown Manhattan Bedroom!  Top of Fidi/City Hall,Private room
29331741,Spacious WV studio at the center of everything,Entire home/apt
29332195,"Cozy, Zen Studio. Prime Williamsburg location!!!",Entire home/apt
29332969,Huge Apt in EXCELLENT LOCATION - HELLS KITCHEN,Entire home/apt
29333330,"Convenient, comfy,  and bright",Shared room
29333400,1  bedroom apartment,Entire home/apt
29334063,Room in Home with Backyard in Bronx Little Italy,Private room
29334325,Plant & pet-friendly LOFT in the UWS,Private room
29336271,San Carlos Hotel One Bedroom Suite - up to  5,private room
29336346,Luxury and convenience in the center of it all!,entire home/apt
29336922,LUXURY 2BR CONDO APT IN THE HEART OF BROOKLYN,Entire home/apt
29337184,J- HOTEL STYLE SHARE ROOM FOR 2PPL FREE WIFI CABLE,SHARED ROOM
29337285,Studio in Prime Williamsburg w/ Private Balcony,ENTIRE HOME/APT
29337912,Chelsea Apartment,Entire home/apt
29338559,Cozy Room for Rent very close to Manhattan,Private room
29338715,Clean Cozy Getaway--Just 15 Minutes From JFK,Private room
29338819,"2018 New 2br elevator condo, 法拉盛中心新大楼2卧,5分钟main st",ENTIRE HOME/APT
29339219,Spacious New 1BR in Sunnyside. Parking available!,ENTIRE HOME/APT
29339310,"""The Dumont"" Event Space",Entire home/apt
29340021,"Home to LGA airport near Manhattan, JFk, Astoria.",ENTIRE HOME/APT
29341918,Perfect location UWS private room private bath,private room
29342293,Sunny room in Brooklyn,Private room
29344882,Manhattan downtown large modern private room,private room
29351570,DESIGNER ARTIST 2 BEDROOM APARTMENT . E.V.,ENTIRE HOME/APT
29356635,Spacious Room In Hip Williamsburg,PRIVATE ROOM
29356679,Private Room that’s comfortable and convenient,Private room
29356840,Creative House for Travelers and Other Creatives,Private room
29358057,Murray Hill Apt (next to 6 train & near Penn/Bus),Entire home/apt
29359092,Sweet room,Private room
29359223,"Sunny, clean 2 bedroom",ENTIRE HOME/APT
29359338,Cosy bedroom in prime Soho,Private room
29359403,Cozy Sunny Harlem Studio,Entire home/apt
29359499,Upper East Side alcove studio in doorman building,Entire home/apt
29360292,COZY ROOM TO CRASH,PRIVATE ROOM
29361344,Spacious and Airy Apt - 20 min to Manhattan!,Entire home/apt
29362785,"Nice, fun,  Brooklyn! Bedroom & private bath",Private room
29364445,Lil A's Place- 60 Seconds to the Train-Location!!,private room
29365401,4min subway. Prime locations.  single sofa bed 单人间,shared room
29365566,Modern Duplex - Central Chelsea!!!,Entire home/apt
29367125,Woodruffe Place,Entire home/apt
29367388,UES private bedroom in shared apartment,Private room
29369079,Celebrity Designer Pied A Terre,entire home/apt
29370077,"Large, Bright & Cozy Retreat in Bklyn.",private room
29371373,Heart of nyc. Harlem.,entire home/apt
29380907,"Cozy, Private 1 Bedroom Basement Apartment",entire home/apt
29381786,La Cabina al Mare,Entire home/apt
29382257,25 min to Manhattan: Bed in quiet apartment,Shared room
29383018,"Comfort room A in upper west side NY, Columbia",Private room
29383019,"Sunny room B in upper west side NY, Columbia",Private room
29383020,"Premier room D in upper west side NY, Columbia",Private room
29383021,"Cozy room C in upper west side NY, Columbia",Private room
29383233,"“One of a kind” Penthouse 
獨一無二的紐約閣樓",Entire home/apt
29384622,Private Sun-Splashed Studio Chelsea,entire home/apt
29385308,Brownstone Studio,ENTIRE HOME/APT
29388081,Convenient Private Bed & Bath! 10 mins. to LGA,Private room
29388083,Dream Apt in the heart of  NYC,Entire home/apt
29388803,Beautiful room with private bathroom in Town house,Private room
29388858,Great Midtown Vibe Spacious Experience in UWS NYC,entire home/apt
29390491,PRIVATE STUDIO APARTMENT- ASTORIA,Entire home/apt
29390506,Spacious furnished 2b1b apt with a big living room,Private room
29391342,Sunlit Cozy Bargain 2 Bedroom in Carroll Gardens,Entire home/apt
29391564,Spacious 1 BR Apartment with Times Square view,Entire home/apt
29391852,Room in heart of Bushwick with private entrance,Private room
29392426,Cozy Apt x Rent Close to Manhattan,Entire home/apt
29392681,Cozy Apartment in Upper West Side New York,Entire home/apt
29393175,Bright Spacious Greenpoint Duplex,Entire home/apt
29393371,New york Multi-unit building,Private room
29393457,2 Private Rooms Near Staten Island Ferry,private room
29393659,Private 2BR house Poyer st- 20 min to Manhattan,entire home/apt
29393808,Cozy 1 bed in amazing NYC location! (Chelsea),Entire home/apt
29401472,Large room next to Yankees 20 min from Manhattan,private room
29406821,ASTORIA NATURE HOUSE,Private room
29409313,Authentic East Village  Escape,Entire home/apt
29409370,Cozy 1BR with private bathroom near the subway,Private room
29410055,Private community close to all the NYC & NJ action,Entire home/apt
29411550,NEW Stylish Midtown 2 bedroom w/ balcony,Entire home/apt
29411940,Charming & Sunny Brooklyn Heights Studio,Entire home/apt
29412276,New york Multi-unit building,Private room
29412402,Exposed Brick New York Styled apt in Bushwick,Private room
29412897,Large open space in Bushwick,Private room
29415546,AMELUZ NY,Entire home/apt
29416216,*PRIVATE* Big Bedroom 20 minutes from Manhattan,private room
29417325,"Classic, yet Unconventional Tribeca New York City!",private room
29417620,Beautiful Private Room with 3 Beds in Bed Stuy,Private room
29418015,Charming Private Room in Bed Stuy with 2 Beds,Private room
29418601,Great New York shared room 3-6,shared room
29419129,Brooklyn Hideaway right in Williamsburg,Private room
29419330,Female Only: Prime Location-East 60s-Central Park,Private room
29420244,Cozy place,Private room
29420970,Time-Sharing Private Room,Shared room
29422942,12 mins to Times Square; 10 mins to LGA!,Entire home/apt
29424138,"*Location, Location* | Chelsea | West Village",Entire home/apt
29425269,"New York Apartment , private bed room / queen bed.",PRIVATE ROOM
29431457,Large Studio Apartment on Todt Hill,entire home/apt
29431738,Cool Apartment in East Village,Entire home/apt
29431974,Charming Studio in One of the Best Locations!,Entire home/apt
29433879,East Village 2Bdrm apt with Rooftop and City Views,entire home/apt
29434244,Cozy Guest Suite in Ditmas Park,Entire home/apt
29434293,Room at 1br apt,Private room
29435528,Single cozy room in Manhattan's Upper West Side,Private room
29435698,"Prime Williamsburg Loft, close to the water!",Entire home/apt
29438220,STUDIO&GARDEN REDESIGNED Park Slope-Brooklyn!,Entire home/apt
29439494,VERREZZANO HOUSE,entire home/apt
29440688,Neon Dreams - Private Bedroom in Chelsea,private room
29445977,Large luxury apartment. NYC,entire home/apt
29449537,"Queen size bed room , New York Apartment",PRIVATE ROOM
29450310,"Cozy, newly renovated, 2 bed, Brooklyn apartment",Entire home/apt
29450700,Commuter Studio,Shared room
29452918,Great New York -  Private or shared room 2,private room
29453027,BEST LOCATION!! Whole Apartment with Backyard!!,Entire home/apt
29453598,"Artistic Studio Apt, Private Entrance",Entire home/apt
29455045,Beautiful apartment next to Central Park & The Met,Entire home/apt
29455145,"Modern 1BR Astoria, espresso maker, 5 min 2 train",Entire home/apt
29455324,Very spacious 2-BR entire apartment in the UWS,Entire home/apt
29455519,Quiet Comfty Home,PRIVATE ROOM
29455559,Large 1 Bed Beautiful view  LES in Luxury Building,entire home/apt
29455764,Single room in a 2-br apartment in the UWS,private room
29455932,Chill pad,Private room
29456271,Sophisticated Artist Loft sale! Reg. $525.,Entire home/apt
29457275,Hell's Kitchen Comfy Loft Bedroom (for one person),Private room
29457680,Awesome Room with 2 Beds and Large Closet,Private room
29457851,New Luxury Williamsburg 2 Bedroom 2 Bath,entire home/apt
29458518,Great New York - korea townPrivate  room 1,private room
29459091,Lovely Modern Mid-century Feng Shui Apartment,Private room
29459784,Comfy extra bedroom in Williamsburg,Private room
29460026,Beautiful Room with 2 Beds Near Metro.,private room
29460203,Charming Room with 2 Beds Near Metro,Private room
29461552,Chic Upper West Side Suite,Private room
29461695,Large Private Room in Beautiful Brooklyn Apartment,Private room
29461747,Cozy 1 Bedroom in LIC,Entire home/apt
29463847,NIce Bright Private Room North of Central Park,Private room
29464105,You can live in the center of Manhattan!,Private room
29472696,Sharing room for FEMALE #1,Shared room
29473324,Huge Light Filled 1BDR Loft - Modern + Minimalist,entire home/apt
29478604,"Sun-filled room in a quiet, historic neighborhood.",PRIVATE ROOM
29479579,Williamsburg  New Luxury Private Room + Bathroom,Private room
29480209,New Brooklyn&Breakfast listing! 2nd fl Budget Room,Private room
29482218,San Carlos Hotel Deluxe Room (B)- up to 3,Private room
29482859,San Carlos Hotel Deluxe Rm 2 Queen bds (B)-up to 4,PRIVATE ROOM
29484503,Parisian West Village Apartment,Entire home/apt
29484840,Private room in Washington Heights!,PRIVATE ROOM
29485421,Sunny Brooklyn Duplex,Entire home/apt
29486971,cozy artsy cool,Private room
29487162,"Cozy Room In The Heart Of Bushwick, Brooklyn",private room
29487347,Beautiful 1.5 bedroom in Bed Stuy Brownstone.,Entire home/apt
29489013,Exclusive ♥  | Bed-Stuy Sanctuary,Private room
29489329,Solo ♥ | Stuyvesant Sunshine,Private room
29489824,Stunning and Spacious Brownstone Apt in Park Slope,Entire home/apt
29489893,Beautiful furnished private studio with backyard,Entire home/apt
29490579,DUMBO PALACE,Private room
29490752,Williamsburg Bedford av. Comfy bedroom.,Private room
29491140,Modern & Sun-filled 1BR Condo in Prospect Heights,Entire home/apt
29492316,Cozy Quiet UpperWest 1 bed near C Park/Subway,Entire home/apt
29492381,Private Room in the Heart of NYC. Room 1 of 3.,Private room
29492557,Brick wall apartment next to subway station,PRIVATE ROOM
29495710,Amazing One Bedroom Apartment in Prime Brooklyn,PRIVATE ROOM
29495933,Luxurious Famous Hell’s Kitchen!,Entire home/apt
29496193,Cozy + Chic Harlem Apartment,Entire home/apt
29501807,Sunny room with new Queen bed and large closet,Private room
29503231,Charming Studio in an EXCELLENT LOCATION,Entire home/apt
29504717,1 Bdrm Midtown Oasis,ENTIRE HOME/APT
29504721,Luxury 3 bedroom in Prime Midtown,Entire home/apt
29505792,2nd floor art,Entire home/apt
29506320,Scandinavian Style 1BR in the Upper East Side,entire home/apt
29507584,Modern and spacious 1BR apartment in Harlem,entire home/apt
29508725,Brooklyn Loft Bedroom I,Private room
29509608,Cozy Small Room with Brooklyn Bridge View,private room
29509877,Great Location in Midtown! ESB,Entire home/apt
29511701,"Bright and cozy apartment in Cobble Hill, BK",entire home/apt
29511905,CozyStudio /Briarwood Van Wyck station F to city,Entire home/apt
29512260,Beautiful  apartment!!,ENTIRE HOME/APT
29513000,✨✨Union Square Duplex LOFT•••4 BEDS✨✨MUST SEE !!!!,ENTIRE HOME/APT
29513074,"Quiet, Modern Studio Near Manhattan & Brooklyn",Entire home/apt
29513311,Two beds in a spacious Studio!,ENTIRE HOME/APT
29513616,Enjoy a Private Room with 2 Beds in Bed Stuy,Private room
29513629,Gorgeous 1 bedroom in Brooklyn Heights!,Entire home/apt
29514542,Delightful Private Room with 2 Beds Near Metro,Private room
29514909,Modern and cozy apt in Manhattan,ENTIRE HOME/APT
29514964,Beautiful Queen Bed Room - Entire Apt!,entire home/apt
29515301,Cozy flat in Williamsburg,Entire home/apt
29515558,"A Comfortable Place, 15 min to JFK & 30 min to NYC",Private room
29515789,Private room-Upper East Side-2min walking Q train,PRIVATE ROOM
29515916,* Modern Private BR in the Heart of Williamsburg *,private room
29516095,Comfortable & Sunny 1 Bdrm – Heart of Fort Greene,Entire home/apt
29516374,Private Bedroom - King Size Bed,private room
29516678,Harlem Heights Pearl Suite,private room
29517540,KINGS THEATER! MODERN PRIVATE ROOM WITH AMENITIES!,Private room
29517566,Stunning 4BDRM/2BTH Duplex Loft Best Neighborhood!,ENTIRE HOME/APT
29517601,Amazing private room 15 min to manhattan!,Private room
29517676,Spacious & Comfortable Suite w/ Private Entry/Bath,Private room
29517691,Beautiful private room in townhouse!,Private room
29517769,Cozy private room!,private room
29517788,"Super Spacious, Renovated, Artsy Uptown Apartment",Entire home/apt
29518083,"Premier room in UWS NYC, Columbia, Central Park",Private room
29518497,Delightful private room 15 min to manhattan!,Private room
29518561,Excellent private room!,Private room
29518745,"Quiet, classic Queens studio, on subway, JFK LGA",Entire home/apt
29518861,Fantastic private room!,Private room
29518915,Great private room!,Private room
29518961,Huge private room!,private room
29519083,Entire Apt in the center of NYC,entire home/apt
29521183,"Financial District Studio, Furnished. Location!",Entire home/apt
29521683,Explore NYC From Our Private Studio w/Free Wifi,Private room
29522531,Private Cozy Room,Private room
29528574,Cosy room in spacious Fort Greene apartment,Private room
29531124,Charming private room 2 beds,Private room
29531408,Delightful Private Room X,private room
29533666,Designer Brooklyn Townhouse with Garden,ENTIRE HOME/APT
29533923,One stop away from manhattan,private room
29535295,"SPACIOUS & COZY APARTMENT, 35 MINS FROM MANHATTAN",Entire home/apt
29535938,Sparkling Pad near Times Square HK -w- Queen Bed,PRIVATE ROOM
29538158,Private Sunny Mid-century Feng Shui Apartment,Entire home/apt
29538751,Private bed in a huge apartment! Him-1R-1,PRIVATE ROOM
29539167,Private Bedroom in Bushwick Him-1R-2,Private room
29539982,Private Bedroom in the heart of Bushwick Him-1R-4,Private room
29541214,New gorgeous garden view spacious 1BR flat,entire home/apt
29541280,One block from subway: bed for traveler,shared room
29541353,Quiet sleep share in Brooklyn,shared room
29541600,New york Single family home,entire home/apt
29541790,** COZY & SPACIOUS  1/1   -  HARLEM,Entire home/apt
29542612,NEW! 3 Bedroom Central Williamsburg Home,Entire home/apt
29543433,Large 1 bedroom in Manhattan upper west side,ENTIRE HOME/APT
29543716,"2BR- 3 Beds, Great Location in Midtown Manhattan",Entire home/apt
29544793,LUXURY 3BDRM 2BTH Sleeps 10 PPL 30 min to Midtown,Entire home/apt
29545994,Nice room available in Astoria for the holidays!,private room
29546328,Spacious  convenient room available  immediately!!,Private room
29546751,Private apartment 10 min walk from train,Entire home/apt
29547131,Nights in Midtown Manhattan-Ladies Only,shared room
29547577,The Spot! 25 min from NYC walk to Belmont Park,Entire home/apt
29549451,The East Village Home: The Sunlight Room,private room
29549783,The Symphony,private room
29550259,Sugar Cove,private room
29558285,Brooklyns Perfect Location!,ENTIRE HOME/APT
29559309,Artsy + Light. River Views. 30 min to 42nd St.,private room
29561222,Quite and Comfortable,Private room
29563829,Beautiful Twin Room in Victorian Cottage,Private room
29564676,Beautiful Bedroom in Booming Bushwick!,PRIVATE ROOM
29565013,True 1BR in East Village with City Views,ENTIRE HOME/APT
29567482,Clean & Cozy 1 BR - Great NYC Location,Entire home/apt
29570523,MyLittlePlace,entire home/apt
29570920,Nice bedroom in Brooklyn !,private room
29573034,Studio Apartment Full Bath 15 Minutes From JFK,Entire home/apt
29575293,"""Cabin"" —Private Queen Bedroom in Jungly Apartment",PRIVATE ROOM
29576256,(A) Brand New apto just few steps from the train,Private room
29582742,"roomy & chic 1 bdrm w/ skyline views, near trains",ENTIRE HOME/APT
29583389,PERFECT WILLIAMSBURG PLACE W/ BACKYARD OASIS,Private room
29584099,NYC Best 2 Bedroom Apartment Location,Private room
29584983,Large quiet bedroom near williamsburg bridge,private room
29585263,Brooklyn Bedroom - Warm & Cozy Near Subway (2),Private room
29585526,Room in cool apartment with cool people,private room
29585551,Bushwick Brooklyn Grand Bedroom,Private room
29587811,1 Bedroom in Williamsburg,Private room
29588060,Wonderful Stay at Upper West Side 2BR Apartment,Entire home/apt
29588371,San Carlos Hotel One Bedrm Suite/3 beds- up to 6,Private room
29588528,(C) Brand New apto just few steps from the train,Private room
29588587,(D) Brand New apto just few steps from the train,Private room
29588640,Hard to Find!! Entire Floor with 2 PRIVATE TERRACE,PRIVATE ROOM
29589341,E 74 & 2nd Avenue,Entire home/apt
29591004,very small room near Columbia Uni med school,Private room
29591011,"Cozy, cute room in Williamsburg w/ shared backyard",Private room
29591891,Large private bedroom,Private room
29592296,Brick Studio with Great wide Street View,Entire home/apt
29592523,"Luxury Studio, one block from Central Park",ENTIRE HOME/APT
29592768,Filomena’s,Entire home/apt
29594425,Lovely room in the heart of Wiliamsburg,Private room
29596175,Private Room in the heart of Williamsburg,Private room
29605532,Serene art-filled apartment near Prospect Park,Entire home/apt
29606105,Le Chateau vacation,Private room
29607688,"Female only , Close to Manhattan, Safe, Clean,",Shared room
29610113,New  Renovation cozy sweet apartment｡3 FL,entire home/apt
29611037,1 bedroom apartment across the Central Park,PRIVATE ROOM
29611144,Sunny and cozy room 10 minutes from Times Sq.61F3,Private room
29611279,"Quiet, light-filled, Soho apartment",ENTIRE HOME/APT
29611826,Modern & trendy serenity—great High Line location,Entire home/apt
29612338,Instagrammers Dream Loft,entire home/apt
29612355,Rare gem nestled in the heart of Bushwick,Entire home/apt
29613115,Brooklyn is fun,Private room
29613451,Modern 4story building w/private bathroom elavator,Private room
29614352,Steps from Times Square and Subway!,private room
